Home,Division,Shift date,Hour,Actual_Number,Day
Dishoom Manchester,Expo,2022-07-03,20,2,Sunday
Dishoom Manchester,Expo,2022-07-03,21,2,Sunday
Dishoom Manchester,Expo,2022-07-03,22,1,Sunday
Dishoom Manchester,Expo,2022-07-04,7,1,Monday
Dishoom Manchester,Expo,2022-07-04,8,1,Monday
Dishoom Manchester,Expo,2022-07-04,9,1,Monday
Dishoom Manchester,Expo,2022-07-04,10,1,Monday
Dishoom Manchester,Expo,2022-07-04,11,1,Monday
Dishoom Manchester,Expo,2022-07-04,12,2,Monday
Dishoom Manchester,Expo,2022-07-04,13,2,Monday
Dishoom Manchester,Expo,2022-07-04,14,2,Monday
Dishoom Manchester,Expo,2022-07-04,15,4,Monday
Dishoom Manchester,Expo,2022-07-04,16,2,Monday
Dishoom Manchester,Expo,2022-07-04,17,2,Monday
Dishoom Manchester,Expo,2022-07-04,18,2,Monday
Dishoom Manchester,Expo,2022-07-04,19,2,Monday
Dishoom Manchester,Expo,2022-07-04,20,2,Monday
Dishoom Manchester,Expo,2022-07-04,21,2,Monday
Dishoom Manchester,Expo,2022-07-04,22,1,Monday
Dishoom Manchester,Expo,2022-07-10,8,1,Sunday
Dishoom Manchester,Expo,2022-07-10,9,2,Sunday
Dishoom Manchester,Expo,2022-07-10,10,3,Sunday
Dishoom Manchester,Expo,2022-07-10,11,3,Sunday
Dishoom Manchester,Expo,2022-07-10,12,3,Sunday
Dishoom Manchester,Expo,2022-07-10,13,3,Sunday
Dishoom Manchester,Expo,2022-07-10,14,3,Sunday
Dishoom Manchester,Expo,2022-07-10,15,7,Sunday
Dishoom Manchester,Expo,2022-07-10,16,4,Sunday
Dishoom Manchester,Expo,2022-07-10,17,4,Sunday
Dishoom Manchester,Expo,2022-07-10,18,4,Sunday
Dishoom Manchester,Expo,2022-07-10,19,4,Sunday
Dishoom Manchester,Expo,2022-07-10,20,4,Sunday
Dishoom Manchester,Expo,2022-07-10,21,4,Sunday
Dishoom Manchester,Expo,2022-07-10,22,4,Sunday
Dishoom Manchester,Expo,2022-07-10,23,4,Sunday
Dishoom Manchester,Expo,2022-07-10,24,2,Sunday
Dishoom Manchester,Expo,2022-07-17,8,1,Sunday
Dishoom Manchester,Expo,2022-07-17,9,2,Sunday
Dishoom Manchester,Expo,2022-07-17,10,2,Sunday
Dishoom Manchester,Expo,2022-07-17,11,2,Sunday
Dishoom Manchester,Expo,2022-07-17,12,2,Sunday
Dishoom Manchester,Expo,2022-07-17,13,2,Sunday
Dishoom Manchester,Expo,2022-07-17,14,2,Sunday
Dishoom Manchester,Expo,2022-07-17,15,3,Sunday
Dishoom Manchester,Expo,2022-07-17,16,2,Sunday
Dishoom Manchester,Expo,2022-07-17,17,2,Sunday
Dishoom Manchester,Expo,2022-07-17,18,2,Sunday
Dishoom Manchester,Expo,2022-07-17,19,2,Sunday
Dishoom Manchester,Expo,2022-07-17,20,2,Sunday
Dishoom Manchester,Expo,2022-07-17,21,2,Sunday
Dishoom Manchester,Expo,2022-07-17,22,2,Sunday
Dishoom Manchester,Expo,2022-07-18,7,1,Monday
Dishoom Manchester,Expo,2022-07-18,8,1,Monday
Dishoom Manchester,Expo,2022-07-18,9,1,Monday
Dishoom Manchester,Expo,2022-07-18,10,2,Monday
Dishoom Manchester,Expo,2022-07-18,11,2,Monday
Dishoom Manchester,Expo,2022-07-18,12,2,Monday
Dishoom Manchester,Expo,2022-07-18,13,2,Monday
Dishoom Manchester,Expo,2022-07-18,14,2,Monday
Dishoom Manchester,Expo,2022-07-18,15,4,Monday
Dishoom Manchester,Expo,2022-07-18,16,2,Monday
Dishoom Manchester,Expo,2022-07-18,17,3,Monday
Dishoom Manchester,Expo,2022-07-18,18,3,Monday
Dishoom Manchester,Expo,2022-07-18,19,3,Monday
Dishoom Manchester,Expo,2022-07-18,20,3,Monday
Dishoom Manchester,Expo,2022-07-18,21,3,Monday
Dishoom Manchester,Expo,2022-07-18,22,3,Monday
Dishoom Manchester,Expo,2022-07-18,23,2,Monday
Dishoom Manchester,Expo,2022-07-26,7,1,Tuesday
Dishoom Manchester,Expo,2022-07-26,8,1,Tuesday
Dishoom Manchester,Expo,2022-07-26,9,1,Tuesday
Dishoom Manchester,Expo,2022-07-26,10,3,Tuesday
Dishoom Manchester,Expo,2022-07-26,11,3,Tuesday
Dishoom Manchester,Expo,2022-07-26,12,4,Tuesday
Dishoom Manchester,Expo,2022-07-26,13,4,Tuesday
Dishoom Manchester,Expo,2022-07-26,14,4,Tuesday
Dishoom Manchester,Expo,2022-07-26,15,4,Tuesday
Dishoom Manchester,Expo,2022-07-26,16,2,Tuesday
Dishoom Manchester,Expo,2022-07-26,17,2,Tuesday
Dishoom Manchester,Expo,2022-07-26,18,2,Tuesday
Dishoom Manchester,Expo,2022-07-26,19,2,Tuesday
Dishoom Manchester,Expo,2022-07-26,20,2,Tuesday
Dishoom Manchester,Expo,2022-07-26,21,2,Tuesday
Dishoom Manchester,Expo,2022-07-26,22,2,Tuesday
Dishoom Manchester,Expo,2022-07-26,23,1,Tuesday
Dishoom Manchester,Servers,2022-07-01,7,1,Friday
Dishoom Manchester,Servers,2022-07-01,8,2,Friday
Dishoom Manchester,Servers,2022-07-01,9,4,Friday
Dishoom Manchester,Servers,2022-07-01,10,4,Friday
Dishoom Manchester,Servers,2022-07-01,11,8,Friday
Dishoom Manchester,Servers,2022-07-01,12,8,Friday
Dishoom Manchester,Servers,2022-07-01,13,8,Friday
Dishoom Manchester,Servers,2022-07-01,14,8,Friday
Dishoom Manchester,Servers,2022-07-01,15,14,Friday
Dishoom Manchester,Servers,2022-07-01,16,7,Friday
Dishoom Manchester,Servers,2022-07-01,17,7,Friday
Dishoom Manchester,Servers,2022-07-01,18,7,Friday
Dishoom Manchester,Servers,2022-07-01,19,7,Friday
Dishoom Manchester,Servers,2022-07-01,20,7,Friday
Dishoom Manchester,Servers,2022-07-01,21,7,Friday
Dishoom Manchester,Servers,2022-07-01,22,7,Friday
Dishoom Manchester,Servers,2022-07-01,23,7,Friday
Dishoom Manchester,Servers,2022-07-01,24,3,Friday
Dishoom Manchester,Servers,2022-07-02,7,1,Saturday
Dishoom Manchester,Servers,2022-07-02,8,1,Saturday
Dishoom Manchester,Servers,2022-07-02,9,8,Saturday
Dishoom Manchester,Servers,2022-07-02,10,8,Saturday
Dishoom Manchester,Servers,2022-07-02,11,10,Saturday
Dishoom Manchester,Servers,2022-07-02,12,10,Saturday
Dishoom Manchester,Servers,2022-07-02,13,10,Saturday
Dishoom Manchester,Servers,2022-07-02,14,10,Saturday
Dishoom Manchester,Servers,2022-07-02,15,19,Saturday
Dishoom Manchester,Servers,2022-07-02,16,12,Saturday
Dishoom Manchester,Servers,2022-07-02,17,9,Saturday
Dishoom Manchester,Servers,2022-07-02,18,9,Saturday
Dishoom Manchester,Servers,2022-07-02,19,9,Saturday
Dishoom Manchester,Servers,2022-07-02,20,9,Saturday
Dishoom Manchester,Servers,2022-07-02,21,9,Saturday
Dishoom Manchester,Servers,2022-07-02,22,9,Saturday
Dishoom Manchester,Servers,2022-07-02,23,9,Saturday
Dishoom Manchester,Servers,2022-07-02,24,6,Saturday
Dishoom Manchester,Servers,2022-07-05,6,1,Tuesday
Dishoom Manchester,Servers,2022-07-05,7,1,Tuesday
Dishoom Manchester,Servers,2022-07-05,8,2,Tuesday
Dishoom Manchester,Servers,2022-07-05,9,2,Tuesday
Dishoom Manchester,Servers,2022-07-05,10,2,Tuesday
Dishoom Manchester,Servers,2022-07-05,11,4,Tuesday
Dishoom Manchester,Servers,2022-07-05,12,4,Tuesday
Dishoom Manchester,Servers,2022-07-05,13,4,Tuesday
Dishoom Manchester,Servers,2022-07-05,14,4,Tuesday
Dishoom Manchester,Servers,2022-07-05,15,7,Tuesday
Dishoom Manchester,Servers,2022-07-05,16,6,Tuesday
Dishoom Manchester,Servers,2022-07-05,17,6,Tuesday
Dishoom Manchester,Servers,2022-07-05,18,6,Tuesday
Dishoom Manchester,Servers,2022-07-05,19,6,Tuesday
Dishoom Manchester,Servers,2022-07-05,20,6,Tuesday
Dishoom Manchester,Servers,2022-07-05,21,6,Tuesday
Dishoom Manchester,Servers,2022-07-05,22,6,Tuesday
Dishoom Manchester,Servers,2022-07-05,23,5,Tuesday
Dishoom Manchester,Servers,2022-07-23,8,1,Saturday
Dishoom Manchester,Servers,2022-07-23,9,7,Saturday
Dishoom Manchester,Servers,2022-07-23,10,7,Saturday
Dishoom Manchester,Servers,2022-07-23,11,8,Saturday
Dishoom Manchester,Servers,2022-07-23,12,8,Saturday
Dishoom Manchester,Servers,2022-07-23,13,8,Saturday
Dishoom Manchester,Servers,2022-07-23,14,8,Saturday
Dishoom Manchester,Servers,2022-07-23,15,15,Saturday
Dishoom Manchester,Servers,2022-07-23,16,10,Saturday
Dishoom Manchester,Servers,2022-07-23,17,8,Saturday
Dishoom Manchester,Servers,2022-07-23,18,8,Saturday
Dishoom Manchester,Servers,2022-07-23,19,8,Saturday
Dishoom Manchester,Servers,2022-07-23,20,8,Saturday
Dishoom Manchester,Servers,2022-07-23,21,8,Saturday
Dishoom Manchester,Servers,2022-07-23,22,8,Saturday
Dishoom Manchester,Servers,2022-07-23,23,8,Saturday
Dishoom Manchester,Servers,2022-07-23,24,4,Saturday
Dishoom Manchester,Servers,2022-07-24,8,2,Sunday
Dishoom Manchester,Servers,2022-07-24,9,7,Sunday
Dishoom Manchester,Servers,2022-07-24,10,7,Sunday
Dishoom Manchester,Servers,2022-07-24,11,9,Sunday
Dishoom Manchester,Servers,2022-07-24,12,9,Sunday
Dishoom Manchester,Servers,2022-07-24,13,9,Sunday
Dishoom Manchester,Servers,2022-07-24,14,9,Sunday
Dishoom Manchester,Servers,2022-07-24,15,13,Sunday
Dishoom Manchester,Servers,2022-07-24,16,6,Sunday
Dishoom Manchester,Servers,2022-07-24,17,4,Sunday
Dishoom Manchester,Servers,2022-07-24,18,4,Sunday
Dishoom Manchester,Servers,2022-07-24,19,4,Sunday
Dishoom Manchester,Servers,2022-07-24,20,4,Sunday
Dishoom Manchester,Servers,2022-07-24,21,4,Sunday
Dishoom Manchester,Servers,2022-07-24,22,4,Sunday
Dishoom Manchester,Servers,2022-07-24,23,3,Sunday
Dishoom Manchester,Servers,2022-07-26,6,1,Tuesday
Dishoom Manchester,Servers,2022-07-26,7,1,Tuesday
Dishoom Manchester,Servers,2022-07-26,8,2,Tuesday
Dishoom Manchester,Servers,2022-07-26,9,2,Tuesday
Dishoom Manchester,Servers,2022-07-26,10,4,Tuesday
Dishoom Manchester,Servers,2022-07-26,11,5,Tuesday
Dishoom Manchester,Servers,2022-07-26,12,5,Tuesday
Dishoom Manchester,Servers,2022-07-26,13,5,Tuesday
Dishoom Manchester,Servers,2022-07-26,14,5,Tuesday
Dishoom Manchester,Servers,2022-07-26,15,11,Tuesday
Dishoom Manchester,Servers,2022-07-26,16,6,Tuesday
Dishoom Manchester,Servers,2022-07-26,17,6,Tuesday
Dishoom Manchester,Servers,2022-07-26,18,6,Tuesday
Dishoom Manchester,Servers,2022-07-26,19,6,Tuesday
Dishoom Manchester,Servers,2022-07-26,20,6,Tuesday
Dishoom Manchester,Servers,2022-07-26,21,6,Tuesday
Dishoom Manchester,Servers,2022-07-26,22,6,Tuesday
Dishoom Manchester,Servers,2022-07-26,23,5,Tuesday
Dishoom Manchester,Servers,2022-07-26,24,1,Tuesday
Dishoom Manchester,Servers,2022-07-28,7,1,Thursday
Dishoom Manchester,Servers,2022-07-28,8,2,Thursday
Dishoom Manchester,Servers,2022-07-28,9,3,Thursday
Dishoom Manchester,Servers,2022-07-28,10,3,Thursday
Dishoom Manchester,Servers,2022-07-28,11,4,Thursday
Dishoom Manchester,Servers,2022-07-28,12,4,Thursday
Dishoom Manchester,Servers,2022-07-28,13,4,Thursday
Dishoom Manchester,Servers,2022-07-28,14,4,Thursday
Dishoom Manchester,Servers,2022-07-28,15,8,Thursday
Dishoom Manchester,Servers,2022-07-28,16,7,Thursday
Dishoom Manchester,Servers,2022-07-28,17,6,Thursday
Dishoom Manchester,Servers,2022-07-28,18,6,Thursday
Dishoom Manchester,Servers,2022-07-28,19,6,Thursday
Dishoom Manchester,Servers,2022-07-28,20,6,Thursday
Dishoom Manchester,Servers,2022-07-28,21,6,Thursday
Dishoom Manchester,Servers,2022-07-28,22,6,Thursday
Dishoom Manchester,Servers,2022-07-28,23,5,Thursday
Dishoom Manchester,Servers,2022-07-28,24,2,Thursday
Dishoom Manchester,Servers,2022-07-29,7,1,Friday
Dishoom Manchester,Servers,2022-07-29,8,1,Friday
Dishoom Manchester,Servers,2022-07-29,9,4,Friday
Dishoom Manchester,Servers,2022-07-29,10,5,Friday
Dishoom Manchester,Servers,2022-07-29,11,7,Friday
Dishoom Manchester,Servers,2022-07-29,12,7,Friday
Dishoom Manchester,Servers,2022-07-29,13,7,Friday
Dishoom Manchester,Servers,2022-07-29,14,8,Friday
Dishoom Manchester,Servers,2022-07-29,15,13,Friday
Dishoom Manchester,Servers,2022-07-29,16,8,Friday
Dishoom Manchester,Servers,2022-07-29,17,7,Friday
Dishoom Manchester,Servers,2022-07-29,18,7,Friday
Dishoom Manchester,Servers,2022-07-29,19,7,Friday
Dishoom Manchester,Servers,2022-07-29,20,7,Friday
Dishoom Manchester,Servers,2022-07-29,21,7,Friday
Dishoom Manchester,Servers,2022-07-29,22,7,Friday
Dishoom Manchester,Servers,2022-07-29,23,7,Friday
Dishoom Manchester,Servers,2022-07-29,24,2,Friday
Dishoom Manchester,Servers,2022-07-31,8,1,Sunday
Dishoom Manchester,Servers,2022-07-31,9,6,Sunday
Dishoom Manchester,Servers,2022-07-31,10,6,Sunday
Dishoom Manchester,Servers,2022-07-31,11,7,Sunday
Dishoom Manchester,Servers,2022-07-31,12,8,Sunday
Dishoom Manchester,Servers,2022-07-31,13,8,Sunday
Dishoom Manchester,Servers,2022-07-31,14,8,Sunday
Dishoom Manchester,Servers,2022-07-31,15,15,Sunday
Dishoom Manchester,Servers,2022-07-31,16,10,Sunday
Dishoom Manchester,Servers,2022-07-31,17,7,Sunday
Dishoom Manchester,Servers,2022-07-31,18,7,Sunday
Dishoom Manchester,Servers,2022-07-31,19,7,Sunday
Dishoom Manchester,Servers,2022-07-31,20,7,Sunday
Dishoom Manchester,Servers,2022-07-31,21,7,Sunday
Dishoom Manchester,Servers,2022-07-31,22,7,Sunday
Dishoom Manchester,Servers,2022-07-31,23,7,Sunday
Dishoom Manchester,Servers,2022-07-03,8,3,Sunday
Dishoom Manchester,Servers,2022-07-03,9,8,Sunday
Dishoom Manchester,Servers,2022-07-03,10,8,Sunday
Dishoom Manchester,Servers,2022-07-03,11,10,Sunday
Dishoom Manchester,Servers,2022-07-03,12,10,Sunday
Dishoom Manchester,Servers,2022-07-03,13,9,Sunday
Dishoom Manchester,Servers,2022-07-03,14,9,Sunday
Dishoom Manchester,Servers,2022-07-03,15,17,Sunday
Dishoom Manchester,Servers,2022-07-03,16,9,Sunday
Dishoom Manchester,Servers,2022-07-03,17,8,Sunday
Dishoom Manchester,Servers,2022-07-03,18,8,Sunday
Dishoom Manchester,Servers,2022-07-03,19,8,Sunday
Dishoom Manchester,Servers,2022-07-03,20,8,Sunday
Dishoom Manchester,Servers,2022-07-03,21,8,Sunday
Dishoom Manchester,Servers,2022-07-03,22,8,Sunday
Dishoom Manchester,Servers,2022-07-03,23,4,Sunday
Dishoom Manchester,Servers,2022-07-06,7,2,Wednesday
Dishoom Manchester,Servers,2022-07-06,8,2,Wednesday
Dishoom Manchester,Servers,2022-07-06,9,2,Wednesday
Dishoom Manchester,Servers,2022-07-06,10,2,Wednesday
Dishoom Manchester,Servers,2022-07-06,11,4,Wednesday
Dishoom Manchester,Servers,2022-07-06,12,4,Wednesday
Dishoom Manchester,Servers,2022-07-06,13,4,Wednesday
Dishoom Manchester,Servers,2022-07-06,14,4,Wednesday
Dishoom Manchester,Servers,2022-07-06,15,11,Wednesday
Dishoom Manchester,Servers,2022-07-06,16,6,Wednesday
Dishoom Manchester,Servers,2022-07-06,17,6,Wednesday
Dishoom Manchester,Servers,2022-07-06,18,6,Wednesday
Dishoom Manchester,Servers,2022-07-06,19,6,Wednesday
Dishoom Manchester,Servers,2022-07-06,20,6,Wednesday
Dishoom Manchester,Servers,2022-07-06,21,6,Wednesday
Dishoom Manchester,Servers,2022-07-06,22,6,Wednesday
Dishoom Manchester,Servers,2022-07-06,23,6,Wednesday
Dishoom Manchester,Servers,2022-07-07,6,1,Thursday
Dishoom Manchester,Servers,2022-07-07,7,1,Thursday
Dishoom Manchester,Servers,2022-07-07,8,3,Thursday
Dishoom Manchester,Servers,2022-07-07,9,3,Thursday
Dishoom Manchester,Servers,2022-07-07,10,3,Thursday
Dishoom Manchester,Servers,2022-07-07,11,4,Thursday
Dishoom Manchester,Servers,2022-07-07,12,4,Thursday
Dishoom Manchester,Servers,2022-07-07,13,4,Thursday
Dishoom Manchester,Servers,2022-07-07,14,4,Thursday
Dishoom Manchester,Servers,2022-07-07,15,8,Thursday
Dishoom Manchester,Servers,2022-07-07,16,7,Thursday
Dishoom Manchester,Servers,2022-07-07,17,7,Thursday
Dishoom Manchester,Servers,2022-07-07,18,7,Thursday
Dishoom Manchester,Servers,2022-07-07,19,7,Thursday
Dishoom Manchester,Servers,2022-07-07,20,7,Thursday
Dishoom Manchester,Servers,2022-07-07,21,7,Thursday
Dishoom Manchester,Servers,2022-07-07,22,7,Thursday
Dishoom Manchester,Servers,2022-07-07,23,4,Thursday
Dishoom Manchester,Servers,2022-07-08,7,2,Friday
Dishoom Manchester,Servers,2022-07-08,8,2,Friday
Dishoom Manchester,Servers,2022-07-08,9,4,Friday
Dishoom Manchester,Servers,2022-07-08,10,4,Friday
Dishoom Manchester,Servers,2022-07-08,11,6,Friday
Dishoom Manchester,Servers,2022-07-08,12,6,Friday
Dishoom Manchester,Servers,2022-07-08,13,6,Friday
Dishoom Manchester,Servers,2022-07-08,14,5,Friday
Dishoom Manchester,Servers,2022-07-08,15,12,Friday
Dishoom Manchester,Servers,2022-07-08,16,7,Friday
Dishoom Manchester,Servers,2022-07-08,17,7,Friday
Dishoom Manchester,Servers,2022-07-08,18,7,Friday
Dishoom Manchester,Servers,2022-07-08,19,7,Friday
Dishoom Manchester,Servers,2022-07-08,20,7,Friday
Dishoom Manchester,Servers,2022-07-08,21,7,Friday
Dishoom Manchester,Servers,2022-07-08,22,7,Friday
Dishoom Manchester,Servers,2022-07-08,23,7,Friday
Dishoom Manchester,Servers,2022-07-08,24,4,Friday
Dishoom Manchester,Servers,2022-07-09,7,1,Saturday
Dishoom Manchester,Servers,2022-07-09,8,2,Saturday
Dishoom Manchester,Servers,2022-07-09,9,8,Saturday
Dishoom Manchester,Servers,2022-07-09,10,8,Saturday
Dishoom Manchester,Servers,2022-07-09,11,10,Saturday
Dishoom Manchester,Servers,2022-07-09,12,10,Saturday
Dishoom Manchester,Servers,2022-07-09,13,10,Saturday
Dishoom Manchester,Servers,2022-07-09,14,10,Saturday
Dishoom Manchester,Servers,2022-07-09,15,16,Saturday
Dishoom Manchester,Servers,2022-07-09,16,8,Saturday
Dishoom Manchester,Servers,2022-07-09,17,6,Saturday
Dishoom Manchester,Servers,2022-07-09,18,6,Saturday
Dishoom Manchester,Servers,2022-07-09,19,6,Saturday
Dishoom Manchester,Servers,2022-07-09,20,6,Saturday
Dishoom Manchester,Servers,2022-07-09,21,6,Saturday
Dishoom Manchester,Servers,2022-07-09,22,6,Saturday
Dishoom Manchester,Servers,2022-07-09,23,6,Saturday
Dishoom Manchester,Servers,2022-07-09,24,6,Saturday
Dishoom Manchester,Servers,2022-07-14,7,1,Thursday
Dishoom Manchester,Servers,2022-07-14,8,2,Thursday
Dishoom Manchester,Servers,2022-07-14,9,2,Thursday
Dishoom Manchester,Servers,2022-07-14,10,3,Thursday
Dishoom Manchester,Servers,2022-07-14,11,5,Thursday
Dishoom Manchester,Servers,2022-07-14,12,5,Thursday
Dishoom Manchester,Servers,2022-07-14,13,5,Thursday
Dishoom Manchester,Servers,2022-07-14,14,5,Thursday
Dishoom Manchester,Servers,2022-07-14,15,9,Thursday
Dishoom Manchester,Servers,2022-07-14,16,7,Thursday
Dishoom Manchester,Servers,2022-07-14,17,6,Thursday
Dishoom Manchester,Servers,2022-07-14,18,6,Thursday
Dishoom Manchester,Servers,2022-07-14,19,6,Thursday
Dishoom Manchester,Servers,2022-07-14,20,6,Thursday
Dishoom Manchester,Servers,2022-07-14,21,6,Thursday
Dishoom Manchester,Servers,2022-07-14,22,6,Thursday
Dishoom Manchester,Servers,2022-07-14,23,6,Thursday
Dishoom Manchester,Servers,2022-07-15,7,1,Friday
Dishoom Manchester,Servers,2022-07-15,8,2,Friday
Dishoom Manchester,Servers,2022-07-15,9,5,Friday
Dishoom Manchester,Servers,2022-07-15,10,5,Friday
Dishoom Manchester,Servers,2022-07-15,11,7,Friday
Dishoom Manchester,Servers,2022-07-15,12,7,Friday
Dishoom Manchester,Servers,2022-07-15,13,7,Friday
Dishoom Manchester,Servers,2022-07-15,14,7,Friday
Dishoom Manchester,Servers,2022-07-15,15,14,Friday
Dishoom Manchester,Servers,2022-07-15,16,10,Friday
Dishoom Manchester,Servers,2022-07-15,17,7,Friday
Dishoom Manchester,Servers,2022-07-15,18,7,Friday
Dishoom Manchester,Servers,2022-07-15,19,7,Friday
Dishoom Manchester,Servers,2022-07-15,20,7,Friday
Dishoom Manchester,Servers,2022-07-15,21,7,Friday
Dishoom Manchester,Servers,2022-07-15,22,7,Friday
Dishoom Manchester,Servers,2022-07-15,23,7,Friday
Dishoom Manchester,Servers,2022-07-15,24,5,Friday
Dishoom Manchester,Servers,2022-07-16,7,1,Saturday
Dishoom Manchester,Servers,2022-07-16,8,5,Saturday
Dishoom Manchester,Servers,2022-07-16,9,6,Saturday
Dishoom Manchester,Servers,2022-07-16,10,6,Saturday
Dishoom Manchester,Servers,2022-07-16,11,8,Saturday
Dishoom Manchester,Servers,2022-07-16,12,8,Saturday
Dishoom Manchester,Servers,2022-07-16,13,8,Saturday
Dishoom Manchester,Servers,2022-07-16,14,8,Saturday
Dishoom Manchester,Servers,2022-07-16,15,14,Saturday
Dishoom Manchester,Servers,2022-07-16,16,9,Saturday
Dishoom Manchester,Servers,2022-07-16,17,6,Saturday
Dishoom Manchester,Servers,2022-07-16,18,6,Saturday
Dishoom Manchester,Servers,2022-07-16,19,6,Saturday
Dishoom Manchester,Servers,2022-07-16,20,6,Saturday
Dishoom Manchester,Servers,2022-07-16,21,6,Saturday
Dishoom Manchester,Servers,2022-07-16,22,6,Saturday
Dishoom Manchester,Servers,2022-07-16,23,6,Saturday
Dishoom Manchester,Servers,2022-07-16,24,6,Saturday
Dishoom Manchester,Servers,2022-07-22,7,1,Friday
Dishoom Manchester,Servers,2022-07-22,8,3,Friday
Dishoom Manchester,Servers,2022-07-22,9,3,Friday
Dishoom Manchester,Servers,2022-07-22,10,3,Friday
Dishoom Manchester,Servers,2022-07-22,11,6,Friday
Dishoom Manchester,Servers,2022-07-22,12,7,Friday
Dishoom Manchester,Servers,2022-07-22,13,7,Friday
Dishoom Manchester,Servers,2022-07-22,14,7,Friday
Dishoom Manchester,Servers,2022-07-22,15,13,Friday
Dishoom Manchester,Servers,2022-07-22,16,9,Friday
Dishoom Manchester,Servers,2022-07-22,17,6,Friday
Dishoom Manchester,Servers,2022-07-22,18,6,Friday
Dishoom Manchester,Servers,2022-07-22,19,6,Friday
Dishoom Manchester,Servers,2022-07-22,20,6,Friday
Dishoom Manchester,Servers,2022-07-22,21,6,Friday
Dishoom Manchester,Servers,2022-07-22,22,6,Friday
Dishoom Manchester,Servers,2022-07-22,23,6,Friday
Dishoom Manchester,Servers,2022-07-22,24,5,Friday
Dishoom Manchester,Servers,2022-07-30,8,1,Saturday
Dishoom Manchester,Servers,2022-07-30,9,5,Saturday
Dishoom Manchester,Servers,2022-07-30,10,5,Saturday
Dishoom Manchester,Servers,2022-07-30,11,8,Saturday
Dishoom Manchester,Servers,2022-07-30,12,8,Saturday
Dishoom Manchester,Servers,2022-07-30,13,8,Saturday
Dishoom Manchester,Servers,2022-07-30,14,9,Saturday
Dishoom Manchester,Servers,2022-07-30,15,14,Saturday
Dishoom Manchester,Servers,2022-07-30,16,10,Saturday
Dishoom Manchester,Servers,2022-07-30,17,6,Saturday
Dishoom Manchester,Servers,2022-07-30,18,6,Saturday
Dishoom Manchester,Servers,2022-07-30,19,6,Saturday
Dishoom Manchester,Servers,2022-07-30,20,6,Saturday
Dishoom Manchester,Servers,2022-07-30,21,6,Saturday
Dishoom Manchester,Servers,2022-07-30,22,6,Saturday
Dishoom Manchester,Servers,2022-07-30,23,6,Saturday
Dishoom Manchester,Servers,2022-07-30,24,5,Saturday
Dishoom Manchester,Servers,2022-07-04,7,1,Monday
Dishoom Manchester,Servers,2022-07-04,8,2,Monday
Dishoom Manchester,Servers,2022-07-04,9,2,Monday
Dishoom Manchester,Servers,2022-07-04,10,3,Monday
Dishoom Manchester,Servers,2022-07-04,11,5,Monday
Dishoom Manchester,Servers,2022-07-04,12,5,Monday
Dishoom Manchester,Servers,2022-07-04,13,5,Monday
Dishoom Manchester,Servers,2022-07-04,14,5,Monday
Dishoom Manchester,Servers,2022-07-04,15,9,Monday
Dishoom Manchester,Servers,2022-07-04,16,7,Monday
Dishoom Manchester,Servers,2022-07-04,17,7,Monday
Dishoom Manchester,Servers,2022-07-04,18,7,Monday
Dishoom Manchester,Servers,2022-07-04,19,7,Monday
Dishoom Manchester,Servers,2022-07-04,20,7,Monday
Dishoom Manchester,Servers,2022-07-04,21,7,Monday
Dishoom Manchester,Servers,2022-07-04,22,7,Monday
Dishoom Manchester,Servers,2022-07-04,23,5,Monday
Dishoom Manchester,Servers,2022-07-12,7,2,Tuesday
Dishoom Manchester,Servers,2022-07-12,8,2,Tuesday
Dishoom Manchester,Servers,2022-07-12,9,2,Tuesday
Dishoom Manchester,Servers,2022-07-12,10,2,Tuesday
Dishoom Manchester,Servers,2022-07-12,11,4,Tuesday
Dishoom Manchester,Servers,2022-07-12,12,4,Tuesday
Dishoom Manchester,Servers,2022-07-12,13,4,Tuesday
Dishoom Manchester,Servers,2022-07-12,14,4,Tuesday
Dishoom Manchester,Servers,2022-07-12,15,8,Tuesday
Dishoom Manchester,Servers,2022-07-12,16,7,Tuesday
Dishoom Manchester,Servers,2022-07-12,17,6,Tuesday
Dishoom Manchester,Servers,2022-07-12,18,6,Tuesday
Dishoom Manchester,Servers,2022-07-12,19,6,Tuesday
Dishoom Manchester,Servers,2022-07-12,20,6,Tuesday
Dishoom Manchester,Servers,2022-07-12,21,6,Tuesday
Dishoom Manchester,Servers,2022-07-12,22,6,Tuesday
Dishoom Manchester,Servers,2022-07-12,23,6,Tuesday
Dishoom Manchester,Servers,2022-07-12,24,4,Tuesday
Dishoom Manchester,Servers,2022-07-13,6,1,Wednesday
Dishoom Manchester,Servers,2022-07-13,7,2,Wednesday
Dishoom Manchester,Servers,2022-07-13,8,2,Wednesday
Dishoom Manchester,Servers,2022-07-13,9,3,Wednesday
Dishoom Manchester,Servers,2022-07-13,10,4,Wednesday
Dishoom Manchester,Servers,2022-07-13,11,5,Wednesday
Dishoom Manchester,Servers,2022-07-13,12,5,Wednesday
Dishoom Manchester,Servers,2022-07-13,13,5,Wednesday
Dishoom Manchester,Servers,2022-07-13,14,5,Wednesday
Dishoom Manchester,Servers,2022-07-13,15,10,Wednesday
Dishoom Manchester,Servers,2022-07-13,16,7,Wednesday
Dishoom Manchester,Servers,2022-07-13,17,7,Wednesday
Dishoom Manchester,Servers,2022-07-13,18,7,Wednesday
Dishoom Manchester,Servers,2022-07-13,19,7,Wednesday
